,Main Strategy,Underlying Strategy,Energy Sector,Total BTC Mined,Final USD Profit,Monthly BTC (avg),Monthly USD Profit (avg),BTC Risk-Adjusted Return,USD Risk-Adjusted Return,Avg Hashrate Usage (%)
Antpool (PPLNS) (Linear-Diminish)_china,Linear-Diminish,Antpool (PPLNS),china,1.7998434899735192,51874.24670528802,0.07499347874889865,2161.4269460536666,1.943153949420269,2.4771050550632028,100.0
SECPOOL (PPLNS) (Stop-Loss)_china,Stop-Loss,SECPOOL (PPLNS),china,1.7998434899735192,51874.24670528802,0.07499347874889865,2161.4269460536666,1.943153949420269,2.4771050550632028,100.0
Antpool (PPLNS) (Stop-Loss)_china,Stop-Loss,Antpool (PPLNS),china,1.7998434899735192,51874.24670528802,0.07499347874889865,2161.4269460536666,1.943153949420269,2.4771050550632028,100.0
Spiderpool (PPLNS) (Step-Diminish)_china,Step-Diminish,Spiderpool (PPLNS),china,1.7998434899735192,51874.24670528802,0.07499347874889865,2161.4269460536666,1.943153949420269,2.4771050550632028,100.0
SECPOOL (PPLNS) (Linear-Diminish)_china,Linear-Diminish,SECPOOL (PPLNS),china,1.7998434899735192,51874.24670528802,0.07499347874889865,2161.4269460536666,1.943153949420269,2.4771050550632028,100.0
SECPOOL (PPLNS) (Step-Diminish)_china,Step-Diminish,SECPOOL (PPLNS),china,1.7998434899735192,51874.24670528802,0.07499347874889865,2161.4269460536666,1.943153949420269,2.4771050550632028,100.0
Spiderpool (PPLNS) (Stop-Loss)_china,Stop-Loss,Spiderpool (PPLNS),china,1.7998434899735192,51874.24670528802,0.07499347874889865,2161.4269460536666,1.943153949420269,2.4771050550632028,100.0
Spiderpool (PPLNS) (Linear-Diminish)_china,Linear-Diminish,Spiderpool (PPLNS),china,1.7998434899735192,51874.24670528802,0.07499347874889865,2161.4269460536666,1.943153949420269,2.4771050550632028,100.0
Antpool (PPLNS) (Step-Diminish)_china,Step-Diminish,Antpool (PPLNS),china,1.7998434899735192,51874.24670528802,0.07499347874889865,2161.4269460536666,1.943153949420269,2.4771050550632028,100.0
Antpool (PPLNS) (Always-On)_china,Always-On,Antpool (PPLNS),china,1.7935949144417203,51725.92897046346,0.07473312143507374,2155.247040435957,1.9465357074866176,2.4588376253491413,100.0
SECPOOL (PPLNS) (Always-On)_china,Always-On,SECPOOL (PPLNS),china,1.7935949144417203,51725.92897046346,0.07473312143507374,2155.247040435957,1.9465357074866176,2.4588376253491413,100.0
Spiderpool (PPLNS) (Always-On)_china,Always-On,Spiderpool (PPLNS),china,1.7935949144417203,51725.92897046346,0.07473312143507374,2155.247040435957,1.9465357074866176,2.4588376253491413,100.0
Solo Mining (Always-On)_denmark,Always-On,Solo Mining,denmark,2.1634807652918395,48208.96873974209,0.0901450318871599,2008.7070308226237,1.3400488956221444,0.8485284215860059,100.0
Ocean (TIDES) (Stop-Loss)_texas,Stop-Loss,Ocean (TIDES),texas,1.8246039234683822,45959.08199903302,0.0760251634778485,1914.961749959668,1.8447841553520776,1.7470091767935505,96.20165745856355
Ocean (TIDES) (Step-Diminish)_texas,Step-Diminish,Ocean (TIDES),texas,1.8473547931614547,45790.37458244724,0.07697311638172663,1907.9322742686552,1.9171186269455989,1.7235181123254981,98.98135359116021
Ocean (TIDES) (Linear-Diminish)_texas,Linear-Diminish,Ocean (TIDES),texas,1.8510846495798918,45764.92147106674,0.07712852706582927,1906.8717279611021,1.9282386972585805,1.7199631662650348,99.42749627291977
Ocean (TIDES) (Always-On)_texas,Always-On,Ocean (TIDES),texas,1.84906692210489,45542.91500872425,0.07704445508770487,1897.6214586968642,1.9465357074866183,1.7028205171916213,100.0
Spiderpool (PPLNS) (Stop-Loss)_texas,Stop-Loss,Spiderpool (PPLNS),texas,1.7645687408503992,43752.5359968841,0.07352369753543492,1823.0223332035002,1.8303841864120651,1.7121445502635122,95.6146408839779
SECPOOL (PPLNS) (Stop-Loss)_texas,Stop-Loss,SECPOOL (PPLNS),texas,1.7645687408503992,43752.5359968841,0.07352369753543492,1823.0223332035002,1.8303841864120651,1.7121445502635122,95.6146408839779
Antpool (PPLNS) (Stop-Loss)_texas,Stop-Loss,Antpool (PPLNS),texas,1.7645687408503992,43752.5359968841,0.07352369753543492,1823.0223332035002,1.8303841864120651,1.7121445502635122,95.6146408839779
SECPOOL (PPLNS) (Step-Diminish)_texas,Step-Diminish,SECPOOL (PPLNS),texas,1.7898712222373172,43556.769637718244,0.07457796759322353,1814.8654015715663,1.9107864276242865,1.6846984984818008,98.7292817679558
Spiderpool (PPLNS) (Step-Diminish)_texas,Step-Diminish,Spiderpool (PPLNS),texas,1.7898712222373172,43556.769637718244,0.07457796759322353,1814.8654015715663,1.9107864276242865,1.6846984984818008,98.7292817679558
Antpool (PPLNS) (Step-Diminish)_texas,Step-Diminish,Antpool (PPLNS),texas,1.7898712222373172,43556.769637718244,0.07457796759322353,1814.8654015715663,1.9107864276242865,1.6846984984818008,98.7292817679558
SECPOOL (PPLNS) (Linear-Diminish)_texas,Linear-Diminish,SECPOOL (PPLNS),texas,1.7944264060899473,43521.26161117165,0.0747677669204137,1813.3859004655117,1.9245913271913233,1.6797132038596998,99.28441044071498
Spiderpool (PPLNS) (Linear-Diminish)_texas,Linear-Diminish,Spiderpool (PPLNS),texas,1.7944264060899473,43521.26161117165,0.0747677669204137,1813.3859004655117,1.9245913271913233,1.6797132038596998,99.28441044071498
Antpool (PPLNS) (Linear-Diminish)_texas,Linear-Diminish,Antpool (PPLNS),texas,1.7944264060899473,43521.26161117165,0.0747677669204137,1813.3859004655117,1.9245913271913233,1.6797132038596998,99.28441044071498
Antpool (PPLNS) (Always-On)_texas,Always-On,Antpool (PPLNS),texas,1.7935949144417203,43283.69587046368,0.07473312143507374,1803.487327935958,1.9465357074866176,1.6598083936796955,100.0
SECPOOL (PPLNS) (Always-On)_texas,Always-On,SECPOOL (PPLNS),texas,1.7935949144417203,43283.69587046368,0.07473312143507374,1803.487327935958,1.9465357074866176,1.6598083936796955,100.0
Spiderpool (PPLNS) (Always-On)_texas,Always-On,Spiderpool (PPLNS),texas,1.7935949144417203,43283.69587046368,0.07473312143507374,1803.487327935958,1.9465357074866176,1.6598083936796955,100.0
Ocean (TIDES) (Stop-Loss)_denmark,Stop-Loss,Ocean (TIDES),denmark,1.7393406229803068,40874.555709719614,0.07247252595751236,1703.1064879049693,1.7675679188761317,1.7246434224773832,89.60635359116021
Ocean (TIDES) (Step-Diminish)_denmark,Step-Diminish,Ocean (TIDES),denmark,1.8167450799912275,40254.96249700319,0.07569771166629999,1677.2901040417776,1.873143394274545,1.6652158375354547,96.18439226519338
Ocean (TIDES) (Linear-Diminish)_denmark,Linear-Diminish,Ocean (TIDES),denmark,1.8295226497643255,40149.44380754543,0.07623011040684556,1672.893491981079,1.8913803449535562,1.6553796460858088,97.31026087067457
Ocean (TIDES) (Always-On)_denmark,Always-On,Ocean (TIDES),denmark,1.84906692210489,38961.54535570072,0.07704445508770487,1623.3977231542278,1.9465357074866183,1.5440657694735558,100.0
Solo Mining (Always-On)_texas,Always-On,Solo Mining,texas,1.7077426413510928,38934.3729996003,0.0711559433896289,1622.2655416499376,1.5445522744686138,1.2036243143810166,100.0
SECPOOL (PPLNS) (Stop-Loss)_denmark,Stop-Loss,SECPOOL (PPLNS),denmark,1.6709366209024676,38791.11045116124,0.06962235920427023,1616.2962687983636,1.7519587299602497,1.6942418276599602,88.41505524861878
Spiderpool (PPLNS) (Stop-Loss)_denmark,Stop-Loss,Spiderpool (PPLNS),denmark,1.6709366209024676,38791.11045116124,0.06962235920427023,1616.2962687983636,1.7519587299602497,1.6942418276599602,88.41505524861878
Antpool (PPLNS) (Stop-Loss)_denmark,Stop-Loss,Antpool (PPLNS),denmark,1.6709366209024676,38791.11045116124,0.06962235920427023,1616.2962687983636,1.7519587299602497,1.6942418276599602,88.41505524861878
Antpool (PPLNS) (Step-Diminish)_denmark,Step-Diminish,Antpool (PPLNS),denmark,1.7564765200479533,38092.00102617526,0.07318652166866481,1587.1667094239426,1.867594756743275,1.6259658462822404,95.7389502762431
Spiderpool (PPLNS) (Step-Diminish)_denmark,Step-Diminish,Spiderpool (PPLNS),denmark,1.7564765200479533,38092.00102617526,0.07318652166866481,1587.1667094239426,1.867594756743275,1.6259658462822404,95.7389502762431
SECPOOL (PPLNS) (Step-Diminish)_denmark,Step-Diminish,SECPOOL (PPLNS),denmark,1.7564765200479533,38092.00102617526,0.07318652166866481,1587.1667094239426,1.867594756743275,1.6259658462822404,95.7389502762431
Spiderpool (PPLNS) (Linear-Diminish)_denmark,Linear-Diminish,Spiderpool (PPLNS),denmark,1.770494746103639,37979.03178715271,0.07377061442098672,1582.4596577980265,1.885287632164631,1.6154234310612867,96.934502832095
SECPOOL (PPLNS) (Linear-Diminish)_denmark,Linear-Diminish,SECPOOL (PPLNS),denmark,1.770494746103639,37979.03178715271,0.07377061442098672,1582.4596577980265,1.885287632164631,1.6154234310612867,96.934502832095
Antpool (PPLNS) (Linear-Diminish)_denmark,Linear-Diminish,Antpool (PPLNS),denmark,1.770494746103639,37979.03178715271,0.07377061442098672,1582.4596577980265,1.885287632164631,1.6154234310612867,96.934502832095
Spiderpool (PPLNS) (Always-On)_denmark,Always-On,Spiderpool (PPLNS),denmark,1.7935949144417203,36702.32621743955,0.07473312143507374,1529.263592393322,1.9465357074866176,1.494373705920028,100.0
SECPOOL (PPLNS) (Always-On)_denmark,Always-On,SECPOOL (PPLNS),denmark,1.7935949144417203,36702.32621743955,0.07473312143507374,1529.263592393322,1.9465357074866176,1.494373705920028,100.0
Antpool (PPLNS) (Always-On)_denmark,Always-On,Antpool (PPLNS),denmark,1.7935949144417203,36702.32621743955,0.07473312143507374,1529.263592393322,1.9465357074866176,1.494373705920028,100.0
